Instances,Source,feature_Density,feature_AlgConnectivity,feature_Energy,algo_RandomGreedy,algo_DSATUR,algo_Bktr,algo_HillClimber,algo_HEA,algo_PartialCol,algo_TabuCol,algo_AntCol
Bipartite-944-720Nodes-10422Edges-03000ExtraEdges,Bipartite,0.050023116042534,16.235142012,4.97525683572,16,12,11,9,8,8,8,9
Bipartite-945-720Nodes-10422Edges-04000ExtraEdges,Bipartite,0.053748651564186,17.2356791911,5.15655991274,16,13,12,11,9,9,9,10
Bipartite-946-720Nodes-10422Edges-05000ExtraEdges,Bipartite,0.057412544305748,17.3208120677,5.32783785321,17,14,13,12,10,11,10,11
Bipartite-947-720Nodes-10422Edges-07500ExtraEdges,Bipartite,0.066612729234088,21.2470035205,5.7258501855,19,15,14,14,12,12,12,13
Bipartite-948-720Nodes-10422Edges-10000ExtraEdges,Bipartite,0.075527816304515,27.0277303355,6.07271569495,21,16,16,15,13,13,13,14
Bipartite-949-720Nodes-10422Edges-15000ExtraEdges,Bipartite,0.092918785637232,32.8033954865,6.68128378303,24,20,18,17,15,16,15,17
Bipartite-950-720Nodes-10422Edges-20000ExtraEdges,Bipartite,0.109751117275389,33.169882991,7.1861244976,27,22,21,20,18,18,17,19
Bipartite-951-720Nodes-10422Edges-30000ExtraEdges,Bipartite,0.141508707042687,33.4574107809,7.96437985226,34,27,26,25,21,21,21,24
Bipartite-952-720Nodes-10422Edges-40000ExtraEdges,Bipartite,0.170642625982431,33.5961340173,8.51678629392,38,31,29,30,25,25,25,28
Bipartite-953-720Nodes-10422Edges-50000ExtraEdges,Bipartite,0.197742333179226,33.6745128868,8.91715583588,43,36,34,34,28,29,29,32
Bipartite-954-720Nodes-10422Edges-75000ExtraEdges,Bipartite,0.257308522114347,33.7638485929,9.45922304344,56,47,45,44,37,37,37,38
Bipartite-955-720Nodes-10422Edges-100000ExtraEdges,Bipartite,0.305674988441978,33.8067380894,9.5961292132,68,58,54,52,44,45,45,46
Bipartite-956-720Nodes-10422Edges-250000ExtraEdges,Bipartite,0.462756202804746,33.8785786085,7.9908260349,124,118,113,96,89,90,89,91
Bipartite-957-720Nodes-10422Edges-500000ExtraEdges,Bipartite,0.526398520573277,33.8943737023,5.93727181953,196,191,180,165,164,164,164,164
Bipartite-958-720Nodes-10422Edges-750000ExtraEdges,Bipartite,0.53633841886269,33.8968431332,5.43712863476,283,282,278,278,278,278,278,279
Bipartite-959-720Nodes-10422Edges-1000000ExtraEdges,Bipartite,0.537894899059947,33.8973125507,5.3483259732,336,333,333,333,333,333,333,335
Bipartite-960-569Nodes-7254Edges-00000ExtraEdges,Bipartite,0.042697252798076,10.0199289484,4.05735565937,6,2,2,2,2,2,2,2
Bipartite-961-569Nodes-7254Edges-00100ExtraEdges,Bipartite,0.043313908673265,10.0398391379,4.09058413231,9,5,4,4,4,4,4,4
Bipartite-962-569Nodes-7254Edges-01000ExtraEdges,Bipartite,0.048789812844942,12.1114211098,4.35438737603,13,8,8,6,6,6,6,6
Bipartite-963-569Nodes-7254Edges-02000ExtraEdges,Bipartite,0.054833040421793,14.0230280424,4.61755924453,14,10,10,8,8,8,8,8
Bipartite-964-569Nodes-7254Edges-03000ExtraEdges,Bipartite,0.060789936176117,16.0372909981,4.86655433644,16,12,11,10,9,9,9,9
Bipartite-965-569Nodes-7254Edges-04000ExtraEdges,Bipartite,0.066691332901674,17.1093971257,5.09021244563,16,13,12,11,10,10,10,11
Bipartite-966-569Nodes-7254Edges-05000ExtraEdges,Bipartite,0.072444732217186,18.1348196296,5.29885885024,17,13,13,12,11,11,11,12
Bipartite-967-569Nodes-7254Edges-07500ExtraEdges,Bipartite,0.086751148521568,25.0387735528,5.76549516018,18,16,15,14,12,12,12,13
Bipartite-968-569Nodes-7254Edges-10000ExtraEdges,Bipartite,0.100329910893226,25.2575264026,6.16509269,21,17,16,15,13,14,14,15
Bipartite-969-569Nodes-7254Edges-15000ExtraEdges,Bipartite,0.126673449881293,25.4993589096,6.81759020647,25,21,20,19,16,16,16,18
Bipartite-970-569Nodes-7254Edges-20000ExtraEdges,Bipartite,0.151518515092652,25.6197642685,7.31221360989,29,25,22,22,18,19,19,21
Bipartite-971-569Nodes-7254Edges-30000ExtraEdges,Bipartite,0.197077051151604,25.7276289986,7.99230824632,35,31,28,28,23,24,24,26
Bipartite-972-569Nodes-7254Edges-40000ExtraEdges,Bipartite,0.237147349921376,25.7841975954,8.38330677036,42,38,34,33,28,29,28,28
Bipartite-973-569Nodes-7254Edges-50000ExtraEdges,Bipartite,0.272802392624795,25.8181508359,8.58496278187,48,42,40,38,32,33,33,33
Bipartite-974-569Nodes-7254Edges-75000ExtraEdges,Bipartite,0.343760984182776,25.8609485268,8.61506154044,63,57,54,48,41,43,42,43
Bipartite-975-569Nodes-7254Edges-100000ExtraEdges,Bipartite,0.395523078346128,25.880645542,8.29816315841,76,69,67,58,51,52,52,52
Bipartite-976-569Nodes-7254Edges-250000ExtraEdges,Bipartite,0.517405112077205,25.9111223427,5.9570669785,139,135,128,109,106,106,110,107
Bipartite-977-569Nodes-7254Edges-500000ExtraEdges,Bipartite,0.539179231030123,25.9151723406,5.08774161741,231,233,231,229,229,229,229,229
Bipartite-978-569Nodes-7254Edges-750000ExtraEdges,Bipartite,0.540283045046711,25.9154255847,5.03527039943,288,287,287,287,287,287,287,287
Bipartite-979-569Nodes-7254Edges-1000000ExtraEdges,Bipartite,0.540326210957974,25.9154475682,5.03321369069,291,291,291,291,291,291,291,291
Bipartite-980-805Nodes-8469Edges-00000ExtraEdges,Bipartite,0.025402647843041,7.07126930792,3.7636497524,9,2,2,2,2,2,2,2
Bipartite-981-805Nodes-8469Edges-00100ExtraEdges,Bipartite,0.025710894995607,7.09433054722,3.78743133637,9,4,4,4,4,4,4,4
Bipartite-982-805Nodes-8469Edges-01000ExtraEdges,Bipartite,0.028460459596504,9.00511391148,3.99279759445,11,8,7,6,5,5,5,6
Bipartite-983-805Nodes-8469Edges-02000ExtraEdges,Bipartite,0.031496694049289,11.6000960001,4.20656296667,13,10,9,7,7,7,7,7
Bipartite-984-805Nodes-8469Edges-03000ExtraEdges,Bipartite,0.034517516144445,13.420249897,4.40798133084,14,10,9,9,8,8,8,8
Bipartite-985-805Nodes-8469Edges-04000ExtraEdges,Bipartite,0.037516760938921,15.3957579876,4.59288668329,14,11,11,10,9,9,9,9
Bipartite-986-805Nodes-8469Edges-05000ExtraEdges,Bipartite,0.0405283356195,16.5357647364,4.76999378455,14,11,11,10,9,9,9,10
Bipartite-987-805Nodes-8469Edges-07500ExtraEdges,Bipartite,0.047957091996363,18.7725002487,5.17599137275,17,14,12,12,10,10,10,11
Bipartite-988-805Nodes-8469Edges-10000ExtraEdges,Bipartite,0.055287209284404,19.1343444742,5.54106637008,18,14,14,13,11,12,12,13
Bipartite-989-805Nodes-8469Edges-15000ExtraEdges,Bipartite,0.069466578302483,19.4275036783,6.16729470353,20,17,16,15,14,14,13,15
Bipartite-990-805Nodes-8469Edges-20000ExtraEdges,Bipartite,0.083377772297828,19.5720016654,6.69772941156,23,19,19,18,16,16,15,17
Bipartite-991-805Nodes-8469Edges-30000ExtraEdges,Bipartite,0.109714409013146,19.716910615,7.52727952417,30,24,23,22,19,19,19,21
Bipartite-992-805Nodes-8469Edges-40000ExtraEdges,Bipartite,0.134454325478168,19.7786536303,8.15299227078,36,29,28,26,23,23,23,25
Bipartite-993-805Nodes-8469Edges-50000ExtraEdges,Bipartite,0.157748562797651,19.8220720642,8.62755081928,40,35,32,31,26,26,26,27
Bipartite-994-805Nodes-8469Edges-75000ExtraEdges,Bipartite,0.210147496262503,19.8722402881,9.36071500547,49,44,42,40,34,34,34,34
Bipartite-995-805Nodes-8469Edges-100000ExtraEdges,Bipartite,0.255207065024736,19.8982967981,9.69679257452,62,54,51,48,41,42,41,42
Bipartite-996-805Nodes-8469Edges-250000ExtraEdges,Bipartite,0.416830294530154,19.9410232876,8.68823587841,114,105,100,89,79,80,78,80
Bipartite-997-805Nodes-8469Edges-500000ExtraEdges,Bipartite,0.500997179538554,19.9514477862,6.11547331744,189,182,177,143,141,139,145,142
Bipartite-998-805Nodes-8469Edges-750000ExtraEdges,Bipartite,0.518705978453524,19.9532588964,5.11853335479,239,224,219,205,204,204,205,204
Bipartite-999-805Nodes-8469Edges-1000000ExtraEdges,Bipartite,0.522454263828737,19.9535272557,4.8595653955,314,314,310,308,308,308,308,308
Cycle_Driven-000-310Nodes,Cycle_Driven,0.044367888088527,1.4297603654,3.03603952001,10,7,6,6,6,6,6,6
Cycle_Driven-001-376Nodes,Cycle_Driven,0.08113475177305,11.1742734066,4.51261793172,14,11,10,10,9,9,9,9
Cycle_Driven-002-741Nodes,Cycle_Driven,0.010245468140205,1.0522737928,2.22363607493,7,5,5,5,4,4,4,5
Cycle_Driven-003-902Nodes,Cycle_Driven,0.065918380907147,29.7160714806,6.34961247353,23,18,17,16,14,14,14,16
Cycle_Driven-004-252Nodes,Cycle_Driven,0.066654018845254,5.16685830314,3.3605356518,9,7,7,7,6,6,6,6
Cycle_Driven-005-469Nodes,Cycle_Driven,0.003180070344249,0.108348643383,0.746791893524,5,3,3,3,3,3,3,3
Cycle_Driven-006-890Nodes,Cycle_Driven,0.06350526408918,26.0115295512,6.19152044388,21,17,16,16,14,14,13,15
Cycle_Driven-007-111Nodes,Cycle_Driven,0.482882882882882,37.0840782948,4.84779351709,23,19,16,15,15,15,15,15
Cycle_Driven-008-967Nodes,Cycle_Driven,0.080933753835152,43.7016572088,7.23647128025,26,22,20,20,18,17,17,19
Cycle_Driven-009-382Nodes,Cycle_Driven,0.171469404020832,33.9606591691,6.37830363433,23,19,18,17,15,16,15,15
Cycle_Driven-010-964Nodes,Cycle_Driven,0.01909230749344,3.61889860148,3.56038583441,12,8,7,7,7,7,7,7
Cycle_Driven-011-685Nodes,Cycle_Driven,0.005339992316558,0.268818459764,1.45200864965,6,4,3,3,3,3,3,3
Cycle_Driven-012-945Nodes,Cycle_Driven,0.073997847726661,37.4780262744,6.86661909721,25,19,19,19,16,16,16,16
Cycle_Driven-013-669Nodes,Cycle_Driven,0.003155124728122,0.17486546716,0.991397282209,5,3,3,3,3,3,3,3
Cycle_Driven-014-407Nodes,Cycle_Driven,0.110347248278282,20.0912341443,5.41952194514,18,15,13,13,12,11,11,13
Cycle_Driven-015-259Nodes,Cycle_Driven,0.442937954565861,86.2370179011,7.17687124504,38,32,31,27,25,26,26,26
Cycle_Driven-016-375Nodes,Cycle_Driven,0.149133689839572,28.0023376022,5.95897427069,22,17,16,15,14,14,13,14
Cycle_Driven-017-412Nodes,Cycle_Driven,0.089575508468571,13.489503171,4.94604789525,17,13,12,11,10,10,10,10
Cycle_Driven-018-716Nodes,Cycle_Driven,0.02776497245771,3.74126871866,3.70076582809,11,8,8,8,7,7,7,8
Cycle_Driven-019-307Nodes,Cycle_Driven,0.211492197313235,31.1041297589,6.21825701718,24,20,18,17,15,16,15,16
Cycle_Driven-020-707Nodes,Cycle_Driven,0.077204482892644,26.8894451889,6.05755744441,20,17,15,15,13,13,13,15
Cycle_Driven-021-656Nodes,Cycle_Driven,0.093795382610315,35.2583199364,6.38259299015,23,18,17,17,14,14,14,16
Cycle_Driven-022-202Nodes,Cycle_Driven,0.141224570218215,8.59342354159,4.28427424404,13,11,10,9,9,9,9,9
Cycle_Driven-023-928Nodes,Cycle_Driven,0.048748279581892,19.1315546381,5.56888273017,19,14,13,13,12,12,12,13
Cycle_Driven-024-430Nodes,Cycle_Driven,0.348305957608283,113.854449351,8.69184115429,46,39,38,34,30,31,31,31
Cycle_Driven-025-310Nodes,Cycle_Driven,0.358743083829209,81.1945389814,7.46366237193,38,30,30,27,24,24,24,24
Cycle_Driven-026-832Nodes,Cycle_Driven,0.061172243821161,21.218607847,5.88974429926,20,16,15,14,13,13,13,14
Cycle_Driven-027-507Nodes,Cycle_Driven,0.051422379181577,8.72800315124,4.22533614307,14,10,9,9,8,8,8,9
Cycle_Driven-028-593Nodes,Cycle_Driven,0.005628731598377,0.268209511108,1.35682682361,5,4,3,3,3,3,3,3
Cycle_Driven-029-332Nodes,Cycle_Driven,0.04593600990063,1.82840390788,3.20464879852,9,7,6,6,6,6,6,6
Cycle_Driven-030-484Nodes,Cycle_Driven,0.104546310079906,21.2327697139,5.7791029966,20,16,15,14,13,13,13,14
Cycle_Driven-031-644Nodes,Cycle_Driven,0.006235329347102,0.404034347354,1.53794613928,5,4,4,4,4,4,4,4
Cycle_Driven-032-213Nodes,Cycle_Driven,0.294180175391974,37.6440079411,5.88903062292,25,19,18,16,15,15,15,16
Cycle_Driven-033-473Nodes,Cycle_Driven,0.08435159637367,18.7479904355,5.16409031819,17,13,12,12,11,11,11,12
Cycle_Driven-034-892Nodes,Cycle_Driven,0.090740489096244,44.7132482409,7.33248742994,27,22,22,21,18,18,18,20
Cycle_Driven-035-688Nodes,Cycle_Driven,0.063784232084222,20.6515819863,5.45935479524,19,14,13,13,11,11,11,12
Cycle_Driven-036-525Nodes,Cycle_Driven,0.112977099236641,29.8250282593,6.22019584447,22,18,17,16,14,14,14,14
Cycle_Driven-037-216Nodes,Cycle_Driven,0.443540051679586,69.8830675791,6.56288830126,34,28,27,23,22,22,22,23
Cycle_Driven-038-944Nodes,Cycle_Driven,0.100380592052051,58.0166080315,7.90102742211,31,25,24,23,20,20,20,22
Cycle_Driven-039-779Nodes,Cycle_Driven,0.045226395979289,14.9205624065,4.92476652923,16,12,12,11,10,10,10,11
Cycle_Driven-040-352Nodes,Cycle_Driven,0.331407018907018,83.8437095509,7.77347389938,37,31,30,28,24,25,25,25
Cycle_Driven-041-555Nodes,Cycle_Driven,0.051536735291248,7.54933650988,4.41537296704,14,11,10,9,9,9,9,9
Cycle_Driven-042-238Nodes,Cycle_Driven,0.068787008474276,3.78166494142,3.30489478259,10,7,7,7,6,6,6,6
Cycle_Driven-043-816Nodes,Cycle_Driven,0.007130398171539,0.736653257401,1.92114226144,6,4,4,4,4,4,4,4
Cycle_Driven-044-998Nodes,Cycle_Driven,0.008056232826737,1.28209793539,2.30337828833,8,5,5,5,5,5,5,5
Cycle_Driven-045-797Nodes,Cycle_Driven,0.003051644672547,0.146440032237,1.08700700204,5,3,3,3,3,3,3,3
Cycle_Driven-046-285Nodes,Cycle_Driven,0.642821843340746,153.798855407,7.47360058446,62,57,53,44,42,43,43,43
Cycle_Driven-047-192Nodes,Cycle_Driven,0.681773560209424,105.89062204,6.11124330177,51,45,40,36,34,34,34,34
Cycle_Driven-048-750Nodes,Cycle_Driven,0.048462839341344,11.4281755362,4.98771647995,17,12,11,11,10,10,10,11
Cycle_Driven-049-405Nodes,Cycle_Driven,0.290734629018457,80.9051948852,7.9961749092,40,31,31,28,24,25,25,25
Cycle_Driven-050-422Nodes,Cycle_Driven,0.115927998108768,26.043476114,5.64535955194,19,15,14,14,12,12,12,13
Cycle_Driven-051-889Nodes,Cycle_Driven,0.014537034222074,1.75780334586,2.97337247447,10,6,6,6,6,6,6,6
Cycle_Driven-052-629Nodes,Cycle_Driven,0.038758316203052,3.87051086855,4.07768395406,14,10,9,9,8,8,8,9
Cycle_Driven-053-895Nodes,Cycle_Driven,0.002652069038781,0.152684644029,1.05817521993,5,3,3,3,3,3,3,3
Cycle_Driven-054-695Nodes,Cycle_Driven,0.013957249186242,0.515616795858,2.55030173108,8,5,5,5,5,5,5,5
Cycle_Driven-055-382Nodes,Cycle_Driven,0.162564757939289,38.0545306535,6.22992459522,23,18,18,16,15,15,15,15
Cycle_Driven-056-198Nodes,Cycle_Driven,0.304824898733528,35.8329132344,5.73570132407,23,19,17,16,15,15,15,15
Cycle_Driven-057-170Nodes,Cycle_Driven,0.64524886877828,86.9266039875,5.90351033594,42,37,34,30,29,29,29,29
Cycle_Driven-058-233Nodes,Cycle_Driven,0.328955157614325,54.0528288229,6.36306704237,28,23,22,19,18,18,18,18
Cycle_Driven-059-486Nodes,Cycle_Driven,0.031402995205973,1.82454077925,3.22826745856,11,7,7,6,6,6,6,6
Cycle_Driven-060-442Nodes,Cycle_Driven,0.244774833010127,65.5942044605,7.86070064287,35,30,28,26,22,23,23,23
Cycle_Driven-061-130Nodes,Cycle_Driven,0.309719737626714,23.7101229907,4.70184793933,16,14,12,12,11,11,11,12
Cycle_Driven-062-693Nodes,Cycle_Driven,0.124335843989023,52.3972547437,7.45465245094,29,23,22,21,18,19,19,19
Cycle_Driven-063-618Nodes,Cycle_Driven,0.025313003204775,1.86908180986,3.27623813577,10,7,7,7,6,6,6,7
Cycle_Driven-064-581Nodes,Cycle_Driven,0.054590776900706,11.16503452,4.65422147103,15,11,10,10,9,9,9,10
Cycle_Driven-065-441Nodes,Cycle_Driven,0.128653885796742,22.3189994619,6.04431542059,22,18,16,16,14,14,14,15
Cycle_Driven-066-147Nodes,Cycle_Driven,0.358400894604417,32.2094961076,5.22497997467,22,19,16,14,14,14,14,14
Cycle_Driven-067-827Nodes,Cycle_Driven,0.038764342660393,9.51582396743,4.69648715867,15,11,11,10,9,9,9,10
Cycle_Driven-068-335Nodes,Cycle_Driven,0.063401555098758,7.05677920883,3.78945774774,11,8,8,8,7,7,7,7
Cycle_Driven-069-277Nodes,Cycle_Driven,0.237246900015696,42.5850503876,6.2005271023,25,20,18,17,16,16,16,16
Cycle_Driven-070-765Nodes,Cycle_Driven,0.10377784621702,45.1966720363,7.22167256561,27,22,21,20,18,18,17,19
Cycle_Driven-071-221Nodes,Cycle_Driven,0.36083916083916,54.1101380792,6.36913287695,28,24,23,20,19,19,19,19
Cycle_Driven-072-918Nodes,Cycle_Driven,0.034751474805359,10.5121448546,4.69560220107,14,11,11,10,9,9,9,10
Cycle_Driven-073-994Nodes,Cycle_Driven,0.016362019042756,1.8510245502,3.34561364811,11,7,7,7,6,6,6,7
Cycle_Driven-074-597Nodes,Cycle_Driven,0.052966173147617,11.3926724171,4.64116922271,15,11,11,10,9,9,9,10
Cycle_Driven-075-583Nodes,Cycle_Driven,0.075318444118289,19.0581144702,5.43699712378,18,14,13,13,11,11,11,12
Cycle_Driven-076-851Nodes,Cycle_Driven,0.002189811294671,0.0887522564849,0.88252591269,6,3,3,3,3,3,3,3
Cycle_Driven-077-449Nodes,Cycle_Driven,0.027044225262488,1.6306436362,2.86273360754,9,6,6,6,5,5,5,6
Cycle_Driven-078-190Nodes,Cycle_Driven,0.481370091896407,68.6621457841,6.26878698347,34,28,26,23,22,22,22,22
Cycle_Driven-079-303Nodes,Cycle_Driven,0.421327563219898,97.71684677,7.6551885232,41,35,33,30,27,28,28,28
Cycle_Driven-080-528Nodes,Cycle_Driven,0.265733712839974,98.1819970308,8.83815888125,42,36,34,32,27,28,28,28
Cycle_Driven-081-958Nodes,Cycle_Driven,0.013531761354092,1.66650206321,2.97894450878,9,6,6,6,6,6,6,6
Cycle_Driven-082-831Nodes,Cycle_Driven,0.023971699070651,3.66422344695,3.70525792117,12,8,8,7,7,7,7,8
Cycle_Driven-083-826Nodes,Cycle_Driven,0.015745836084819,1.74299419819,2.97689551963,9,7,6,6,6,6,6,6
Cycle_Driven-084-444Nodes,Cycle_Driven,0.212433652614239,56.6257942907,7.47679890781,30,26,24,23,20,20,20,21
Cycle_Driven-085-247Nodes,Cycle_Driven,0.195879003324446,23.8079579265,5.43452297495,19,16,14,13,12,12,12,13
Cycle_Driven-086-885Nodes,Cycle_Driven,0.110604085180356,55.6298162515,7.99145949595,31,25,24,24,21,21,20,23
Cycle_Driven-087-728Nodes,Cycle_Driven,0.157103556690901,69.4294246295,8.44620826588,35,29,28,27,23,23,23,24
Cycle_Driven-088-586Nodes,Cycle_Driven,0.063679589276859,9.64444062661,5.02954301192,17,12,12,11,10,10,10,11
Cycle_Driven-089-315Nodes,Cycle_Driven,0.533616418966737,129.168279746,8.00903508937,54,48,46,40,36,37,37,37
Cycle_Driven-090-658Nodes,Cycle_Driven,0.011066235490602,0.714162036461,2.18977933821,7,5,4,5,4,4,4,5
Cycle_Driven-091-757Nodes,Cycle_Driven,0.038557240010344,7.49126754434,4.47944657855,13,11,10,10,9,9,9,10
Cycle_Driven-092-379Nodes,Cycle_Driven,0.267286510030573,68.8461485301,7.52854761893,33,29,26,25,21,22,22,22
Cycle_Driven-093-993Nodes,Cycle_Driven,0.020965305525777,3.78002605636,3.79088200992,12,8,8,8,7,7,7,8
Cycle_Driven-094-293Nodes,Cycle_Driven,0.025480387114872,1.21352805346,2.22134428782,7,5,4,4,4,4,4,4
Cycle_Driven-095-252Nodes,Cycle_Driven,0.251343831025105,40.7641146572,6.03387660849,23,20,18,17,15,15,15,15
Cycle_Driven-096-536Nodes,Cycle_Driven,0.027639838192216,1.79718678273,3.18555900222,9,7,6,6,6,6,6,6
Cycle_Driven-097-215Nodes,Cycle_Driven,0.469984785916105,73.9872047277,6.61375152727,35,32,28,25,24,24,24,24
Cycle_Driven-098-600Nodes,Cycle_Driven,0.041574846967168,6.51973756241,4.13446928502,13,10,9,9,8,8,8,9
Cycle_Driven-099-116Nodes,Cycle_Driven,0.989505247376311,110.346471336,2.1888501468,81,79,79,79,79,79,79,81
Cycle_Driven-100-499Nodes,Cycle_Driven,0.106156087274951,28.4428947767,5.89807009091,21,17,15,14,13,13,13,14
Cycle_Driven-101-558Nodes,Cycle_Driven,0.040842197383577,5.26196425727,3.94629669081,12,9,8,8,8,8,7,8
Cycle_Driven-102-917Nodes,Cycle_Driven,0.007221669293738,0.709329756969,2.07665448366,7,5,4,4,4,4,4,4
Cycle_Driven-103-253Nodes,Cycle_Driven,0.460537047493569,85.3710683706,7.14003679843,41,34,32,28,26,27,26,27
Cycle_Driven-104-399Nodes,Cycle_Driven,0.1253006889082,24.0786826019,5.68194268208,19,16,15,14,13,13,12,13
Cycle_Driven-105-927Nodes,Cycle_Driven,0.004009776305274,0.218821357685,1.47745867566,5,4,3,4,3,3,3,4
Cycle_Driven-106-393Nodes,Cycle_Driven,0.083216492703952,11.0959701082,4.669310334,15,12,11,10,9,9,9,10
Cycle_Driven-107-773Nodes,Cycle_Driven,0.021613523785266,3.53464931386,3.39278525963,11,7,7,7,6,6,6,7
Cycle_Driven-108-312Nodes,Cycle_Driven,0.396673262428889,92.451446046,7.6736768572,42,34,33,29,26,27,27,27
Cycle_Driven-109-766Nodes,Cycle_Driven,0.051485520230721,16.9020550716,5.19511772893,17,13,13,12,11,11,11,12
Cycle_Driven-110-242Nodes,Cycle_Driven,0.352971434450121,50.8220366692,6.61020288102,30,26,23,21,20,20,20,20
Cycle_Driven-111-470Nodes,Cycle_Driven,0.201823708206686,59.8884312593,7.5506532964,32,26,24,23,20,21,20,21
Cycle_Driven-112-969Nodes,Cycle_Driven,0.107802625182304,57.7282914968,8.26805025223,33,26,26,26,21,22,21,24
Cycle_Driven-113-968Nodes,Cycle_Driven,0.020785081234456,3.7459650411,3.72574860291,11,8,8,8,7,7,7,8
Cycle_Driven-114-824Nodes,Cycle_Driven,0.040008729606342,9.55306465818,4.76943764854,15,11,11,11,9,9,9,10
Cycle_Driven-115-876Nodes,Cycle_Driven,0.010079582517939,1.37640730803,2.43247286979,7,5,5,5,5,5,5,5
Cycle_Driven-116-611Nodes,Cycle_Driven,0.026916369295162,1.78368198934,3.3570447116,10,7,7,7,6,6,6,7
Cycle_Driven-117-559Nodes,Cycle_Driven,0.135668532517744,40.7320457438,6.96031427859,27,21,20,19,17,17,17,19
Cycle_Driven-118-450Nodes,Cycle_Driven,0.269824300915614,81.2701533982,8.2183523491,37,31,31,29,25,25,25,26
Cycle_Driven-119-759Nodes,Cycle_Driven,0.037881395114388,9.37140672042,4.45196086821,14,10,10,10,9,9,9,9
Cycle_Driven-120-254Nodes,Cycle_Driven,0.077401886029069,7.43016716723,3.62985960641,11,8,7,7,7,7,7,7
Cycle_Driven-121-106Nodes,Cycle_Driven,0.099011680143756,1.75489771085,2.59501326041,7,6,5,5,5,5,5,5
Cycle_Driven-122-902Nodes,Cycle_Driven,0.028933114474924,7.14678558252,4.25127476674,14,10,9,9,8,8,8,9
Cycle_Driven-123-454Nodes,Cycle_Driven,0.002333926539662,0.011262483493,0.537201451583,4,3,3,3,3,3,3,3
Cycle_Driven-124-249Nodes,Cycle_Driven,0.326369996113486,55.016169203,6.54679458531,29,25,23,20,19,19,19,19
Cycle_Driven-125-867Nodes,Cycle_Driven,0.100964010111584,52.1998177478,7.59581124073,29,23,23,22,19,19,19,21
Cycle_Driven-126-761Nodes,Cycle_Driven,0.026212047859465,5.38091786248,3.70734820419,12,8,8,8,7,7,7,8
Cycle_Driven-127-291Nodes,Cycle_Driven,0.358786586088399,66.7155339609,7.24020718544,35,29,27,25,23,23,23,23
Cycle_Driven-128-516Nodes,Cycle_Driven,0.055844058101904,9.61322237207,4.43221177517,14,11,10,10,9,9,9,9
Cycle_Driven-129-634Nodes,Cycle_Driven,0.029916127199605,1.88737815075,3.61641604882,11,8,7,7,7,7,7,7
Cycle_Driven-130-380Nodes,Cycle_Driven,0.218886265796417,55.0082464584,7.0206742739,28,24,22,21,18,19,19,19
Cycle_Driven-131-693Nodes,Cycle_Driven,0.018271067404015,1.76131197995,2.94161082063,9,6,6,6,6,6,5,6
Cycle_Driven-132-921Nodes,Cycle_Driven,0.100335174432327,56.9469076462,7.80127400201,30,25,23,23,20,20,20,22
Cycle_Driven-133-355Nodes,Cycle_Driven,0.127078857324739,19.0662274737,5.39532478965,18,14,13,13,12,12,12,12
Cycle_Driven-134-491Nodes,Cycle_Driven,0.029269711958103,1.72230365212,3.12617227234,10,7,6,6,6,6,6,6
Cycle_Driven-135-203Nodes,Cycle_Driven,0.222406477100912,25.7416997241,5.20052444854,18,15,13,13,12,12,12,12
Cycle_Driven-136-894Nodes,Cycle_Driven,0.07034078126918,30.8244663489,6.51836727803,23,18,18,17,15,15,15,16
Cycle_Driven-137-417Nodes,Cycle_Driven,0.018193137797454,1.2076510992,2.23275091665,7,5,5,5,4,4,4,4
Cycle_Driven-138-211Nodes,Cycle_Driven,0.492710449108553,75.1465615719,6.59979118576,39,32,29,26,25,25,25,25
Cycle_Driven-139-113Nodes,Cycle_Driven,0.96823640960809,101.421561642,2.66105021693,65,61,60,60,60,60,60,60
Cycle_Driven-140-684Nodes,Cycle_Driven,0.043791151866978,7.65851769834,4.52819744594,14,11,10,10,9,9,9,10
Cycle_Driven-141-803Nodes,Cycle_Driven,0.011217286795465,1.36861556495,2.45827065725,8,5,5,5,5,5,5,5
Cycle_Driven-142-584Nodes,Cycle_Driven,0.0386580981696,3.7707959238,3.93060022309,13,9,8,8,7,8,7,8
Cycle_Driven-143-523Nodes,Cycle_Driven,0.165117250170325,52.1371426522,7.32563674243,29,24,23,22,18,19,19,19
Cycle_Driven-144-589Nodes,Cycle_Driven,0.038696972846864,3.77643153828,3.94729885672,12,9,8,8,8,8,8,8
Cycle_Driven-145-798Nodes,Cycle_Driven,0.015908654949796,1.41684916617,2.92791136182,9,7,6,6,6,6,6,6
Cycle_Driven-146-627Nodes,Cycle_Driven,0.030588379167495,1.86952053706,3.62554293736,12,8,7,7,7,7,7,7
Cycle_Driven-147-125Nodes,Cycle_Driven,0.665677419354838,64.1941889004,5.07986552488,34,30,27,24,24,24,24,25
Cycle_Driven-148-146Nodes,Cycle_Driven,0.332640529050543,30.1870697082,5.0895187381,21,17,15,13,13,13,13,13
Cycle_Driven-149-566Nodes,Cycle_Driven,0.064054535789112,13.2914151557,4.95946119776,17,13,11,11,10,10,10,11
Cycle_Driven-150-663Nodes,Cycle_Driven,0.080381676258698,25.8547425967,5.9836315745,20,16,15,15,13,13,13,14
Cycle_Driven-151-264Nodes,Cycle_Driven,0.33987210508123,53.6054052488,6.81990279503,32,25,24,22,20,20,20,21
